start,end,length_steps,duration_minutes
2024-03-10 01:40:00+00:00,2024-03-10 12:20:00+00:00,65,650.0
2024-03-10 14:00:00+00:00,2024-03-10 14:40:00+00:00,5,50.0
2024-03-10 15:00:00+00:00,2024-03-11 10:30:00+00:00,118,1180.0
2024-03-11 11:00:00+00:00,2024-03-12 08:30:00+00:00,130,1300.0
2024-03-12 08:50:00+00:00,2024-03-13 14:50:00+00:00,181,1810.0
2024-03-13 15:10:00+00:00,2024-03-14 09:10:00+00:00,109,1090.0
2024-03-14 09:30:00+00:00,2024-03-14 09:40:00+00:00,2,20.0
2024-03-14 14:00:00+00:00,2024-03-14 14:00:00+00:00,1,10.0
2024-03-14 14:20:00+00:00,2024-03-14 21:40:00+00:00,45,450.0
2024-03-14 22:00:00+00:00,2024-03-16 08:10:00+00:00,206,2060.0
2024-03-16 08:30:00+00:00,2024-03-16 10:30:00+00:00,13,130.0
2024-03-16 11:00:00+00:00,2024-03-16 11:00:00+00:00,1,10.0
2024-03-16 11:30:00+00:00,2024-03-16 11:40:00+00:00,2,20.0
2024-03-16 14:00:00+00:00,2024-03-16 14:30:00+00:00,4,40.0
2024-03-16 15:00:00+00:00,2024-03-16 15:00:00+00:00,1,10.0
2024-03-16 15:20:00+00:00,2024-03-16 16:40:00+00:00,9,90.0
2024-03-16 17:00:00+00:00,2024-03-17 08:40:00+00:00,95,950.0
2024-03-17 12:00:00+00:00,2024-03-17 12:00:00+00:00,1,10.0
2024-03-17 13:20:00+00:00,2024-03-17 13:40:00+00:00,3,30.0
2024-03-17 14:20:00+00:00,2024-03-17 14:20:00+00:00,1,10.0
2024-03-17 15:20:00+00:00,2024-03-17 15:20:00+00:00,1,10.0
2024-03-17 15:50:00+00:00,2024-03-17 15:50:00+00:00,1,10.0
2024-03-17 16:20:00+00:00,2024-03-17 17:50:00+00:00,10,100.0
2024-03-17 18:10:00+00:00,2024-03-18 20:30:00+00:00,159,1590.0
2024-03-18 20:50:00+00:00,2024-03-19 14:40:00+00:00,108,1080.0
2024-03-19 15:00:00+00:00,2024-03-19 15:00:00+00:00,1,10.0
2024-03-19 15:30:00+00:00,2024-03-19 15:30:00+00:00,1,10.0
2024-03-19 15:50:00+00:00,2024-03-20 07:20:00+00:00,94,940.0
2024-03-20 07:40:00+00:00,2024-03-20 09:10:00+00:00,10,100.0
2024-03-20 13:10:00+00:00,2024-03-20 13:10:00+00:00,1,10.0
2024-03-20 13:30:00+00:00,2024-03-20 13:30:00+00:00,1,10.0
2024-03-20 14:10:00+00:00,2024-03-20 14:30:00+00:00,3,30.0
2024-03-20 15:00:00+00:00,2024-03-20 15:00:00+00:00,1,10.0
2024-03-20 15:20:00+00:00,2024-03-20 15:20:00+00:00,1,10.0
2024-03-20 15:40:00+00:00,2024-03-20 15:50:00+00:00,2,20.0
2024-03-20 16:10:00+00:00,2024-03-21 07:40:00+00:00,94,940.0
2024-03-21 08:00:00+00:00,2024-03-21 09:20:00+00:00,9,90.0
2024-03-21 13:50:00+00:00,2024-03-21 14:00:00+00:00,2,20.0
2024-03-21 15:00:00+00:00,2024-03-22 00:20:00+00:00,57,570.0
2024-03-22 00:40:00+00:00,2024-03-22 10:50:00+00:00,62,620.0
2024-03-22 12:00:00+00:00,2024-03-22 12:00:00+00:00,1,10.0
2024-03-22 13:20:00+00:00,2024-03-22 13:30:00+00:00,2,20.0
2024-03-22 13:50:00+00:00,2024-03-22 15:20:00+00:00,10,100.0
2024-03-22 15:40:00+00:00,2024-03-22 15:40:00+00:00,1,10.0
2024-03-22 16:00:00+00:00,2024-03-23 07:10:00+00:00,92,920.0
2024-03-23 07:30:00+00:00,2024-03-23 09:40:00+00:00,14,140.0
2024-03-23 10:20:00+00:00,2024-03-23 12:10:00+00:00,12,120.0
2024-03-23 12:40:00+00:00,2024-03-23 12:40:00+00:00,1,10.0
2024-03-23 13:00:00+00:00,2024-03-23 13:20:00+00:00,3,30.0
2024-03-23 13:40:00+00:00,2024-03-23 14:00:00+00:00,3,30.0
2024-03-23 14:20:00+00:00,2024-03-23 14:40:00+00:00,3,30.0
2024-03-23 15:20:00+00:00,2024-03-24 02:10:00+00:00,66,660.0
2024-03-24 02:30:00+00:00,2024-03-24 10:30:00+00:00,49,490.0
2024-03-24 10:50:00+00:00,2024-03-24 13:00:00+00:00,14,140.0
2024-03-24 13:20:00+00:00,2024-03-24 13:20:00+00:00,1,10.0
2024-03-24 14:00:00+00:00,2024-03-24 14:10:00+00:00,2,20.0
2024-03-24 14:30:00+00:00,2024-03-24 14:30:00+00:00,1,10.0
2024-03-24 15:00:00+00:00,2024-03-24 15:10:00+00:00,2,20.0
2024-03-24 15:30:00+00:00,2024-03-24 15:30:00+00:00,1,10.0
2024-03-24 15:50:00+00:00,2024-03-24 16:30:00+00:00,5,50.0
2024-03-24 16:50:00+00:00,2024-03-25 08:10:00+00:00,93,930.0
2024-03-25 08:30:00+00:00,2024-03-25 08:30:00+00:00,1,10.0
2024-03-25 13:10:00+00:00,2024-03-25 13:20:00+00:00,2,20.0
2024-03-25 13:40:00+00:00,2024-03-25 14:10:00+00:00,4,40.0
2024-03-25 14:30:00+00:00,2024-03-26 02:10:00+00:00,71,710.0
2024-03-26 02:30:00+00:00,2024-03-26 12:20:00+00:00,60,600.0
2024-03-26 13:10:00+00:00,2024-03-26 13:10:00+00:00,1,10.0
2024-03-26 14:50:00+00:00,2024-03-26 14:50:00+00:00,1,10.0
2024-03-26 15:10:00+00:00,2024-03-26 15:10:00+00:00,1,10.0
2024-03-26 15:30:00+00:00,2024-03-27 09:40:00+00:00,110,1100.0
2024-03-27 10:00:00+00:00,2024-03-27 10:20:00+00:00,3,30.0
2024-03-27 10:50:00+00:00,2024-03-27 11:40:00+00:00,6,60.0
2024-03-27 13:30:00+00:00,2024-03-27 13:30:00+00:00,1,10.0
2024-03-27 14:50:00+00:00,2024-03-28 02:30:00+00:00,71,710.0
2024-03-28 02:50:00+00:00,2024-03-28 17:50:00+00:00,91,910.0
2024-03-28 18:10:00+00:00,2024-03-29 05:40:00+00:00,70,700.0
2024-03-29 06:00:00+00:00,2024-03-30 18:10:00+00:00,218,2180.0
2024-03-30 18:30:00+00:00,2024-03-31 08:30:00+00:00,85,850.0
2024-03-31 08:50:00+00:00,2024-03-31 09:10:00+00:00,3,30.0
2024-03-31 15:10:00+00:00,2024-03-31 18:40:00+00:00,22,220.0
2024-03-31 19:00:00+00:00,2024-04-01 10:00:00+00:00,91,910.0
2024-04-01 10:20:00+00:00,2024-04-02 09:40:00+00:00,141,1410.0
2024-04-02 10:20:00+00:00,2024-04-02 12:40:00+00:00,15,150.0
2024-04-02 15:30:00+00:00,2024-04-02 16:00:00+00:00,4,40.0
2024-04-02 16:20:00+00:00,2024-04-02 23:30:00+00:00,44,440.0
2024-04-02 23:50:00+00:00,2024-04-03 22:40:00+00:00,138,1380.0
2024-04-03 23:00:00+00:00,2024-04-04 10:30:00+00:00,70,700.0
2024-04-04 10:50:00+00:00,2024-04-05 09:40:00+00:00,138,1380.0
2024-04-05 15:10:00+00:00,2024-04-05 20:20:00+00:00,32,320.0
2024-04-05 20:40:00+00:00,2024-04-06 08:20:00+00:00,71,710.0
2024-04-06 13:20:00+00:00,2024-04-06 13:20:00+00:00,1,10.0
2024-04-06 13:40:00+00:00,2024-04-06 13:40:00+00:00,1,10.0
2024-04-06 14:00:00+00:00,2024-04-06 14:00:00+00:00,1,10.0
2024-04-06 14:40:00+00:00,2024-04-06 14:40:00+00:00,1,10.0
2024-04-06 15:50:00+00:00,2024-04-06 15:50:00+00:00,1,10.0
2024-04-06 16:10:00+00:00,2024-04-06 16:10:00+00:00,1,10.0
2024-04-06 16:40:00+00:00,2024-04-06 20:10:00+00:00,22,220.0
2024-04-06 20:30:00+00:00,2024-04-07 09:30:00+00:00,79,790.0
2024-04-07 15:30:00+00:00,2024-04-08 02:40:00+00:00,68,680.0
2024-04-08 03:00:00+00:00,2024-04-08 08:40:00+00:00,35,350.0
2024-04-08 14:20:00+00:00,2024-04-08 14:20:00+00:00,1,10.0
2024-04-08 15:00:00+00:00,2024-04-08 15:00:00+00:00,1,10.0
2024-04-08 15:50:00+00:00,2024-04-08 15:50:00+00:00,1,10.0
2024-04-08 16:10:00+00:00,2024-04-08 16:30:00+00:00,3,30.0
2024-04-08 16:50:00+00:00,2024-04-08 22:10:00+00:00,33,330.0
2024-04-08 22:30:00+00:00,2024-04-09 16:00:00+00:00,106,1060.0
2024-04-09 16:20:00+00:00,2024-04-10 08:20:00+00:00,97,970.0
2024-04-10 10:30:00+00:00,2024-04-10 10:30:00+00:00,1,10.0
2024-04-10 12:00:00+00:00,2024-04-10 13:10:00+00:00,8,80.0
2024-04-10 14:50:00+00:00,2024-04-10 14:50:00+00:00,1,10.0
2024-04-10 15:40:00+00:00,2024-04-10 15:40:00+00:00,1,10.0
2024-04-10 16:00:00+00:00,2024-04-10 22:00:00+00:00,37,370.0
2024-04-10 22:20:00+00:00,2024-04-11 08:00:00+00:00,59,590.0
2024-04-11 14:20:00+00:00,2024-04-11 14:20:00+00:00,1,10.0
2024-04-11 14:40:00+00:00,2024-04-11 15:10:00+00:00,4,40.0
2024-04-11 15:30:00+00:00,2024-04-11 21:30:00+00:00,37,370.0
2024-04-11 21:50:00+00:00,2024-04-12 06:00:00+00:00,50,500.0
2024-04-12 06:20:00+00:00,2024-04-12 08:10:00+00:00,12,120.0
2024-04-12 10:50:00+00:00,2024-04-12 10:50:00+00:00,1,10.0
2024-04-12 15:30:00+00:00,2024-04-12 17:30:00+00:00,13,130.0
2024-04-12 17:50:00+00:00,2024-04-13 08:20:00+00:00,88,880.0
2024-04-13 15:00:00+00:00,2024-04-13 15:00:00+00:00,1,10.0
2024-04-13 15:30:00+00:00,2024-04-13 15:30:00+00:00,1,10.0
2024-04-13 16:10:00+00:00,2024-04-13 16:10:00+00:00,1,10.0
2024-04-13 16:30:00+00:00,2024-04-13 16:30:00+00:00,1,10.0
2024-04-13 16:50:00+00:00,2024-04-13 20:00:00+00:00,20,200.0
2024-04-13 20:20:00+00:00,2024-04-14 08:10:00+00:00,72,720.0
2024-04-14 14:40:00+00:00,2024-04-14 14:50:00+00:00,2,20.0
2024-04-14 15:10:00+00:00,2024-04-14 19:00:00+00:00,24,240.0
2024-04-14 19:20:00+00:00,2024-04-15 08:40:00+00:00,81,810.0
2024-04-15 09:00:00+00:00,2024-04-15 09:00:00+00:00,1,10.0
2024-04-15 14:30:00+00:00,2024-04-15 14:30:00+00:00,1,10.0
2024-04-15 15:40:00+00:00,2024-04-15 15:40:00+00:00,1,10.0
2024-04-15 16:00:00+00:00,2024-04-15 16:00:00+00:00,1,10.0
2024-04-15 16:20:00+00:00,2024-04-16 07:40:00+00:00,93,930.0
2024-04-16 08:00:00+00:00,2024-04-16 11:10:00+00:00,20,200.0
2024-04-16 11:30:00+00:00,2024-04-16 13:30:00+00:00,13,130.0
2024-04-16 13:50:00+00:00,2024-04-16 14:40:00+00:00,6,60.0
2024-04-16 15:50:00+00:00,2024-04-16 15:50:00+00:00,1,10.0
2024-04-16 16:10:00+00:00,2024-04-16 16:20:00+00:00,2,20.0
2024-04-16 16:50:00+00:00,2024-04-16 17:00:00+00:00,2,20.0
2024-04-16 17:20:00+00:00,2024-04-17 09:10:00+00:00,96,960.0
2024-04-17 09:30:00+00:00,2024-04-17 10:00:00+00:00,4,40.0
2024-04-17 10:20:00+00:00,2024-04-17 10:20:00+00:00,1,10.0
2024-04-17 16:00:00+00:00,2024-04-17 16:00:00+00:00,1,10.0
2024-04-17 16:20:00+00:00,2024-04-18 08:30:00+00:00,98,980.0
2024-04-18 08:50:00+00:00,2024-04-18 10:10:00+00:00,9,90.0
2024-04-18 14:30:00+00:00,2024-04-18 14:30:00+00:00,1,10.0
2024-04-18 14:50:00+00:00,2024-04-18 14:50:00+00:00,1,10.0
2024-04-18 15:20:00+00:00,2024-04-18 15:20:00+00:00,1,10.0
2024-04-18 15:40:00+00:00,2024-04-18 15:50:00+00:00,2,20.0
2024-04-18 16:10:00+00:00,2024-04-18 16:20:00+00:00,2,20.0
2024-04-18 16:40:00+00:00,2024-04-18 16:40:00+00:00,1,10.0
2024-04-18 17:00:00+00:00,2024-04-19 02:40:00+00:00,59,590.0
2024-04-19 03:00:00+00:00,2024-04-19 23:30:00+00:00,124,1240.0
2024-04-19 23:50:00+00:00,2024-04-20 08:00:00+00:00,50,500.0
2024-04-20 10:10:00+00:00,2024-04-20 10:40:00+00:00,4,40.0
2024-04-20 11:50:00+00:00,2024-04-20 12:10:00+00:00,3,30.0
2024-04-20 15:20:00+00:00,2024-04-20 15:30:00+00:00,2,20.0
2024-04-20 15:50:00+00:00,2024-04-20 15:50:00+00:00,1,10.0
2024-04-20 16:10:00+00:00,2024-04-20 16:40:00+00:00,4,40.0
2024-04-20 17:00:00+00:00,2024-04-21 08:50:00+00:00,96,960.0
2024-04-21 09:10:00+00:00,2024-04-22 03:30:00+00:00,111,1110.0
2024-04-22 03:50:00+00:00,2024-04-22 07:50:00+00:00,25,250.0
2024-04-22 11:40:00+00:00,2024-04-22 11:40:00+00:00,1,10.0
2024-04-22 15:30:00+00:00,2024-04-22 15:40:00+00:00,2,20.0
2024-04-22 16:00:00+00:00,2024-04-23 05:30:00+00:00,82,820.0
2024-04-23 05:50:00+00:00,2024-04-23 07:30:00+00:00,11,110.0
2024-04-23 13:40:00+00:00,2024-04-23 13:40:00+00:00,1,10.0
2024-04-23 14:10:00+00:00,2024-04-23 14:10:00+00:00,1,10.0
2024-04-23 14:50:00+00:00,2024-04-23 14:50:00+00:00,1,10.0
2024-04-23 15:10:00+00:00,2024-04-23 15:10:00+00:00,1,10.0
2024-04-23 15:40:00+00:00,2024-04-23 15:40:00+00:00,1,10.0
2024-04-23 16:00:00+00:00,2024-04-23 16:20:00+00:00,3,30.0
2024-04-23 16:40:00+00:00,2024-04-24 01:30:00+00:00,54,540.0
2024-04-24 01:50:00+00:00,2024-04-24 09:30:00+00:00,47,470.0
2024-04-24 14:40:00+00:00,2024-04-24 14:40:00+00:00,1,10.0
2024-04-24 16:10:00+00:00,2024-04-24 18:50:00+00:00,17,170.0
2024-04-24 19:10:00+00:00,2024-04-25 07:30:00+00:00,75,750.0
2024-04-25 07:50:00+00:00,2024-04-25 08:10:00+00:00,3,30.0
2024-04-25 08:50:00+00:00,2024-04-25 08:50:00+00:00,1,10.0
2024-04-25 09:20:00+00:00,2024-04-25 09:20:00+00:00,1,10.0
2024-04-25 11:00:00+00:00,2024-04-25 11:00:00+00:00,1,10.0
2024-04-25 16:20:00+00:00,2024-04-25 16:20:00+00:00,1,10.0
2024-04-25 16:50:00+00:00,2024-04-25 16:50:00+00:00,1,10.0
2024-04-25 17:20:00+00:00,2024-04-26 02:00:00+00:00,53,530.0
2024-04-26 02:20:00+00:00,2024-04-26 09:10:00+00:00,42,420.0
2024-04-26 13:40:00+00:00,2024-04-26 13:40:00+00:00,1,10.0
2024-04-26 14:00:00+00:00,2024-04-26 14:20:00+00:00,3,30.0
2024-04-26 15:50:00+00:00,2024-04-26 15:50:00+00:00,1,10.0
2024-04-26 16:10:00+00:00,2024-04-26 16:10:00+00:00,1,10.0
2024-04-26 16:30:00+00:00,2024-04-26 16:30:00+00:00,1,10.0
2024-04-26 16:50:00+00:00,2024-04-26 21:30:00+00:00,29,290.0
2024-04-26 21:50:00+00:00,2024-04-27 07:40:00+00:00,60,600.0
2024-04-27 13:40:00+00:00,2024-04-27 23:20:00+00:00,59,590.0
2024-04-27 23:40:00+00:00,2024-04-28 10:20:00+00:00,65,650.0
2024-04-28 14:00:00+00:00,2024-04-28 14:00:00+00:00,1,10.0
2024-04-28 15:20:00+00:00,2024-04-29 06:30:00+00:00,92,920.0
2024-04-29 06:50:00+00:00,2024-04-29 08:10:00+00:00,9,90.0
2024-04-29 08:30:00+00:00,2024-04-29 09:00:00+00:00,4,40.0
2024-04-29 13:50:00+00:00,2024-04-29 13:50:00+00:00,1,10.0
2024-04-29 15:50:00+00:00,2024-04-29 16:00:00+00:00,2,20.0
2024-04-29 16:20:00+00:00,2024-04-30 08:00:00+00:00,95,950.0
2024-04-30 13:50:00+00:00,2024-04-30 13:50:00+00:00,1,10.0
2024-04-30 14:30:00+00:00,2024-04-30 14:30:00+00:00,1,10.0
2024-04-30 14:50:00+00:00,2024-04-30 14:50:00+00:00,1,10.0
2024-04-30 15:10:00+00:00,2024-04-30 15:10:00+00:00,1,10.0
2024-04-30 15:40:00+00:00,2024-04-30 15:40:00+00:00,1,10.0
2024-04-30 16:30:00+00:00,2024-04-30 16:30:00+00:00,1,10.0
2024-04-30 16:50:00+00:00,2024-04-30 17:10:00+00:00,3,30.0
2024-04-30 17:30:00+00:00,2024-05-01 02:10:00+00:00,53,530.0
2024-05-01 02:30:00+00:00,2024-05-01 07:20:00+00:00,30,300.0
2024-05-01 15:50:00+00:00,2024-05-01 15:50:00+00:00,1,10.0
2024-05-01 16:30:00+00:00,2024-05-01 16:30:00+00:00,1,10.0
2024-05-01 16:50:00+00:00,2024-05-01 17:00:00+00:00,2,20.0
2024-05-01 17:20:00+00:00,2024-05-02 05:40:00+00:00,75,750.0
2024-05-02 06:00:00+00:00,2024-05-02 07:30:00+00:00,10,100.0
2024-05-02 13:50:00+00:00,2024-05-02 14:20:00+00:00,4,40.0
2024-05-02 15:30:00+00:00,2024-05-02 18:50:00+00:00,21,210.0
2024-05-02 19:10:00+00:00,2024-05-03 13:00:00+00:00,108,1080.0
2024-05-03 13:20:00+00:00,2024-05-04 08:30:00+00:00,116,1160.0
2024-05-04 08:50:00+00:00,2024-05-04 11:00:00+00:00,14,140.0
2024-05-04 13:50:00+00:00,2024-05-04 13:50:00+00:00,1,10.0
2024-05-04 14:10:00+00:00,2024-05-04 14:10:00+00:00,1,10.0
2024-05-04 15:40:00+00:00,2024-05-04 15:40:00+00:00,1,10.0
2024-05-04 16:20:00+00:00,2024-05-04 16:20:00+00:00,1,10.0
2024-05-04 16:50:00+00:00,2024-05-05 02:30:00+00:00,59,590.0
2024-05-05 02:50:00+00:00,2024-05-05 09:00:00+00:00,38,380.0
2024-05-05 15:40:00+00:00,2024-05-05 15:40:00+00:00,1,10.0
2024-05-05 16:10:00+00:00,2024-05-05 16:10:00+00:00,1,10.0
2024-05-05 16:30:00+00:00,2024-05-05 16:50:00+00:00,3,30.0
2024-05-05 17:10:00+00:00,2024-05-05 22:50:00+00:00,35,350.0
2024-05-05 23:10:00+00:00,2024-05-07 06:10:00+00:00,187,1870.0
2024-05-07 06:30:00+00:00,2024-05-07 12:40:00+00:00,38,380.0
2024-05-07 15:50:00+00:00,2024-05-07 19:10:00+00:00,21,210.0
2024-05-07 19:30:00+00:00,2024-05-08 08:00:00+00:00,76,760.0
2024-05-08 13:10:00+00:00,2024-05-08 13:10:00+00:00,1,10.0
2024-05-08 14:40:00+00:00,2024-05-08 14:40:00+00:00,1,10.0
2024-05-08 15:10:00+00:00,2024-05-08 15:10:00+00:00,1,10.0
2024-05-08 15:50:00+00:00,2024-05-08 21:00:00+00:00,32,320.0
2024-05-08 21:20:00+00:00,2024-05-09 07:40:00+00:00,63,630.0
2024-05-09 14:20:00+00:00,2024-05-09 14:20:00+00:00,1,10.0
2024-05-09 14:40:00+00:00,2024-05-09 14:40:00+00:00,1,10.0
2024-05-09 16:20:00+00:00,2024-05-09 16:40:00+00:00,3,30.0
2024-05-09 17:00:00+00:00,2024-05-10 07:10:00+00:00,86,860.0
2024-05-10 09:10:00+00:00,2024-05-10 09:10:00+00:00,1,10.0
2024-05-10 16:40:00+00:00,2024-05-11 02:30:00+00:00,60,600.0
2024-05-11 02:50:00+00:00,2024-05-11 07:30:00+00:00,29,290.0
2024-05-11 13:00:00+00:00,2024-05-11 13:00:00+00:00,1,10.0
2024-05-11 13:20:00+00:00,2024-05-11 13:40:00+00:00,3,30.0
2024-05-11 16:20:00+00:00,2024-05-11 16:20:00+00:00,1,10.0
2024-05-11 16:50:00+00:00,2024-05-12 01:20:00+00:00,52,520.0
2024-05-12 01:40:00+00:00,2024-05-12 07:10:00+00:00,34,340.0
2024-05-12 16:30:00+00:00,2024-05-12 16:30:00+00:00,1,10.0
2024-05-12 16:50:00+00:00,2024-05-12 18:40:00+00:00,12,120.0
2024-05-12 19:00:00+00:00,2024-05-13 07:20:00+00:00,75,750.0
2024-05-13 15:00:00+00:00,2024-05-13 15:00:00+00:00,1,10.0
2024-05-13 16:30:00+00:00,2024-05-13 16:30:00+00:00,1,10.0
2024-05-13 16:50:00+00:00,2024-05-13 23:50:00+00:00,43,430.0
2024-05-14 00:10:00+00:00,2024-05-14 07:10:00+00:00,43,430.0
2024-05-14 15:10:00+00:00,2024-05-14 15:10:00+00:00,1,10.0
2024-05-14 16:00:00+00:00,2024-05-14 16:00:00+00:00,1,10.0
2024-05-14 16:20:00+00:00,2024-05-14 16:20:00+00:00,1,10.0
2024-05-14 16:40:00+00:00,2024-05-14 16:50:00+00:00,2,20.0
2024-05-14 17:10:00+00:00,2024-05-15 08:10:00+00:00,91,910.0
2024-05-15 15:50:00+00:00,2024-05-15 15:50:00+00:00,1,10.0
2024-05-15 16:10:00+00:00,2024-05-15 16:10:00+00:00,1,10.0
2024-05-15 16:30:00+00:00,2024-05-15 16:40:00+00:00,2,20.0
2024-05-15 17:00:00+00:00,2024-05-15 17:00:00+00:00,1,10.0
2024-05-15 17:20:00+00:00,2024-05-16 01:00:00+00:00,47,470.0
2024-05-16 01:20:00+00:00,2024-05-16 08:20:00+00:00,43,430.0
2024-05-16 08:40:00+00:00,2024-05-16 09:10:00+00:00,4,40.0
2024-05-16 15:40:00+00:00,2024-05-16 15:40:00+00:00,1,10.0
2024-05-16 16:00:00+00:00,2024-05-17 06:10:00+00:00,86,860.0
2024-05-17 06:30:00+00:00,2024-05-17 22:10:00+00:00,95,950.0
2024-05-17 22:30:00+00:00,2024-05-18 10:00:00+00:00,70,700.0
2024-05-18 10:30:00+00:00,2024-05-18 10:30:00+00:00,1,10.0
2024-05-18 12:50:00+00:00,2024-05-18 12:50:00+00:00,1,10.0
2024-05-18 13:40:00+00:00,2024-05-18 13:40:00+00:00,1,10.0
2024-05-18 15:00:00+00:00,2024-05-18 18:30:00+00:00,22,220.0
2024-05-18 18:50:00+00:00,2024-05-19 09:20:00+00:00,88,880.0
2024-05-19 09:40:00+00:00,2024-05-19 12:20:00+00:00,17,170.0
2024-05-19 12:40:00+00:00,2024-05-19 18:10:00+00:00,34,340.0
2024-05-19 18:30:00+00:00,2024-05-20 09:10:00+00:00,89,890.0
2024-05-20 15:50:00+00:00,2024-05-20 16:40:00+00:00,6,60.0
2024-05-20 17:00:00+00:00,2024-05-21 09:20:00+00:00,99,990.0
2024-05-21 11:20:00+00:00,2024-05-21 11:20:00+00:00,1,10.0
2024-05-21 14:20:00+00:00,2024-05-21 14:20:00+00:00,1,10.0
2024-05-21 14:50:00+00:00,2024-05-21 15:00:00+00:00,2,20.0
2024-05-21 15:20:00+00:00,2024-05-22 05:50:00+00:00,88,880.0
2024-05-22 06:10:00+00:00,2024-05-22 11:10:00+00:00,31,310.0
2024-05-22 11:30:00+00:00,2024-05-22 11:50:00+00:00,3,30.0
2024-05-22 15:50:00+00:00,2024-05-22 15:50:00+00:00,1,10.0
2024-05-22 16:40:00+00:00,2024-05-23 03:10:00+00:00,64,640.0
2024-05-23 03:30:00+00:00,2024-05-23 07:20:00+00:00,24,240.0
2024-05-23 15:50:00+00:00,2024-05-23 15:50:00+00:00,1,10.0
2024-05-23 16:10:00+00:00,2024-05-24 10:40:00+00:00,112,1120.0
2024-05-24 11:00:00+00:00,2024-05-24 13:00:00+00:00,13,130.0
2024-05-24 13:20:00+00:00,2024-05-24 15:10:00+00:00,12,120.0
2024-05-24 16:30:00+00:00,2024-05-24 16:30:00+00:00,1,10.0
2024-05-24 16:50:00+00:00,2024-05-24 18:40:00+00:00,12,120.0
2024-05-24 19:00:00+00:00,2024-05-25 07:50:00+00:00,78,780.0
2024-05-25 08:10:00+00:00,2024-05-25 08:20:00+00:00,2,20.0
2024-05-25 17:10:00+00:00,2024-05-25 17:10:00+00:00,1,10.0
2024-05-25 17:30:00+00:00,2024-05-25 17:30:00+00:00,1,10.0
2024-05-25 17:50:00+00:00,2024-05-26 04:50:00+00:00,67,670.0
2024-05-26 05:10:00+00:00,2024-05-26 07:00:00+00:00,12,120.0
2024-05-26 15:40:00+00:00,2024-05-26 16:00:00+00:00,3,30.0
2024-05-26 16:20:00+00:00,2024-05-26 16:30:00+00:00,2,20.0
