"time","kWh.mean_value"
"2024-03-01T09:10:00.000+01:00",
"2024-03-01T09:20:00.000+01:00",
"2024-03-01T09:30:00.000+01:00","1506.9"
"2024-03-01T09:40:00.000+01:00","1507"
"2024-03-01T09:50:00.000+01:00","1507.3"
"2024-03-01T10:00:00.000+01:00","1507.5"
"2024-03-01T10:10:00.000+01:00","1507.7"
"2024-03-01T10:20:00.000+01:00","1507.9"
"2024-03-01T10:30:00.000+01:00","1508"
"2024-03-01T10:40:00.000+01:00","1508.2"
"2024-03-01T10:50:00.000+01:00","1508.5"
"2024-03-01T11:00:00.000+01:00","1508.6"
"2024-03-01T11:10:00.000+01:00",
"2024-03-01T11:20:00.000+01:00",
"2024-03-01T11:30:00.000+01:00",
"2024-03-01T11:40:00.000+01:00",
"2024-03-01T11:50:00.000+01:00",
"2024-03-01T12:00:00.000+01:00",
"2024-03-01T12:10:00.000+01:00",
"2024-03-01T12:20:00.000+01:00",
"2024-03-01T12:30:00.000+01:00",
"2024-03-01T12:40:00.000+01:00","1508.7"
"2024-03-01T12:50:00.000+01:00",
"2024-03-01T13:00:00.000+01:00",
"2024-03-01T13:10:00.000+01:00","1508.8"
"2024-03-01T13:20:00.000+01:00","1508.9"
"2024-03-01T13:30:00.000+01:00","1509"
"2024-03-01T13:40:00.000+01:00","1509.2"
"2024-03-01T13:50:00.000+01:00","1509.3"
"2024-03-01T14:00:00.000+01:00","1509.5"
"2024-03-01T14:10:00.000+01:00","1509.6"
"2024-03-01T14:20:00.000+01:00","1509.7"
"2024-03-01T14:30:00.000+01:00","1509.8"
"2024-03-01T14:40:00.000+01:00","1509.9"
"2024-03-01T14:50:00.000+01:00","1510"
"2024-03-01T15:00:00.000+01:00","1510.1"
"2024-03-01T15:10:00.000+01:00","1510.2"
"2024-03-01T15:20:00.000+01:00","1510.3"
"2024-03-01T15:30:00.000+01:00",
"2024-03-01T15:40:00.000+01:00",
"2024-03-01T15:50:00.000+01:00","1510.4"
"2024-03-01T16:00:00.000+01:00",
"2024-03-01T16:10:00.000+01:00",
"2024-03-01T16:20:00.000+01:00",
"2024-03-01T16:30:00.000+01:00",
"2024-03-01T16:40:00.000+01:00",
"2024-03-01T16:50:00.000+01:00",
"2024-03-01T17:00:00.000+01:00",
"2024-03-01T17:10:00.000+01:00",
"2024-03-01T17:20:00.000+01:00",
"2024-03-01T17:30:00.000+01:00",
"2024-03-01T17:40:00.000+01:00",
"2024-03-01T17:50:00.000+01:00",
"2024-03-01T18:00:00.000+01:00",
"2024-03-01T18:10:00.000+01:00",
"2024-03-01T18:20:00.000+01:00",
"2024-03-01T18:30:00.000+01:00",
"2024-03-01T18:40:00.000+01:00",
"2024-03-01T18:50:00.000+01:00",
"2024-03-01T19:00:00.000+01:00",
"2024-03-01T19:10:00.000+01:00",
"2024-03-01T19:20:00.000+01:00",
"2024-03-01T19:30:00.000+01:00",
"2024-03-01T19:40:00.000+01:00",
"2024-03-01T19:50:00.000+01:00",
"2024-03-01T20:00:00.000+01:00",
"2024-03-01T20:10:00.000+01:00",
"2024-03-01T20:20:00.000+01:00",
"2024-03-01T20:30:00.000+01:00",
"2024-03-01T20:40:00.000+01:00",
"2024-03-01T20:50:00.000+01:00",
"2024-03-01T21:00:00.000+01:00",
"2024-03-01T21:10:00.000+01:00",
"2024-03-01T21:20:00.000+01:00",
"2024-03-01T21:30:00.000+01:00",
"2024-03-01T21:40:00.000+01:00",
"2024-03-01T21:50:00.000+01:00",
"2024-03-01T22:00:00.000+01:00",
"2024-03-01T22:10:00.000+01:00",
"2024-03-01T22:20:00.000+01:00",
"2024-03-01T22:30:00.000+01:00",
"2024-03-01T22:40:00.000+01:00",
"2024-03-01T22:50:00.000+01:00",
"2024-03-01T23:00:00.000+01:00",
"2024-03-01T23:10:00.000+01:00",
"2024-03-01T23:20:00.000+01:00",
"2024-03-01T23:30:00.000+01:00",
"2024-03-01T23:40:00.000+01:00",
"2024-03-01T23:50:00.000+01:00",
"2024-03-02T00:00:00.000+01:00",
"2024-03-02T00:10:00.000+01:00",
"2024-03-02T00:20:00.000+01:00",
"2024-03-02T00:30:00.000+01:00",
"2024-03-02T00:40:00.000+01:00",
"2024-03-02T00:50:00.000+01:00",
"2024-03-02T01:00:00.000+01:00",
"2024-03-02T01:10:00.000+01:00",
"2024-03-02T01:20:00.000+01:00",
"2024-03-02T01:30:00.000+01:00",
"2024-03-02T01:40:00.000+01:00",
"2024-03-02T01:50:00.000+01:00",
"2024-03-02T02:00:00.000+01:00","1510.5"
"2024-03-02T02:10:00.000+01:00","1510.7"
"2024-03-02T02:20:00.000+01:00",
"2024-03-02T02:30:00.000+01:00",
"2024-03-02T02:40:00.000+01:00",
"2024-03-02T02:50:00.000+01:00",
"2024-03-02T03:00:00.000+01:00",
"2024-03-02T03:10:00.000+01:00",
"2024-03-02T03:20:00.000+01:00",
"2024-03-02T03:30:00.000+01:00",
"2024-03-02T03:40:00.000+01:00",
"2024-03-02T03:50:00.000+01:00",
"2024-03-02T04:00:00.000+01:00",
"2024-03-02T04:10:00.000+01:00",
"2024-03-02T04:20:00.000+01:00",
"2024-03-02T04:30:00.000+01:00",
"2024-03-02T04:40:00.000+01:00",
"2024-03-02T04:50:00.000+01:00",
"2024-03-02T05:00:00.000+01:00",
"2024-03-02T05:10:00.000+01:00",
"2024-03-02T05:20:00.000+01:00",
"2024-03-02T05:30:00.000+01:00",
"2024-03-02T05:40:00.000+01:00",
"2024-03-02T05:50:00.000+01:00",
"2024-03-02T06:00:00.000+01:00",
"2024-03-02T06:10:00.000+01:00",
"2024-03-02T06:20:00.000+01:00",
"2024-03-02T06:30:00.000+01:00",
"2024-03-02T06:40:00.000+01:00",
"2024-03-02T06:50:00.000+01:00",
"2024-03-02T07:00:00.000+01:00",
"2024-03-02T07:10:00.000+01:00",
"2024-03-02T07:20:00.000+01:00",
"2024-03-02T07:30:00.000+01:00",
"2024-03-02T07:40:00.000+01:00",
"2024-03-02T07:50:00.000+01:00",
"2024-03-02T08:00:00.000+01:00",
"2024-03-02T08:10:00.000+01:00",
"2024-03-02T08:20:00.000+01:00",
"2024-03-02T08:30:00.000+01:00",
"2024-03-02T08:40:00.000+01:00","1510.9"
"2024-03-02T08:50:00.000+01:00","1511.2"
"2024-03-02T09:00:00.000+01:00","1511.5"
"2024-03-02T09:10:00.000+01:00","1511.7"
"2024-03-02T09:20:00.000+01:00","1511.9"
"2024-03-02T09:30:00.000+01:00","1512.1"
"2024-03-02T09:40:00.000+01:00","1512.2"
"2024-03-02T09:50:00.000+01:00","1512.3"
"2024-03-02T10:00:00.000+01:00","1512.4"
"2024-03-02T10:10:00.000+01:00","1512.5"
"2024-03-02T10:20:00.000+01:00","1512.7"
"2024-03-02T10:30:00.000+01:00","1512.8"
"2024-03-02T10:40:00.000+01:00","1513"
"2024-03-02T10:50:00.000+01:00","1513.3"
"2024-03-02T11:00:00.000+01:00","1513.6"
"2024-03-02T11:10:00.000+01:00","1513.9"
"2024-03-02T11:20:00.000+01:00","1514.3"
"2024-03-02T11:30:00.000+01:00","1514.7"
"2024-03-02T11:40:00.000+01:00","1515.4"
"2024-03-02T11:50:00.000+01:00","1516"
"2024-03-02T12:00:00.000+01:00","1516.4"
"2024-03-02T12:10:00.000+01:00","1516.7"
"2024-03-02T12:20:00.000+01:00","1516.9"
"2024-03-02T12:30:00.000+01:00","1517.1"
"2024-03-02T12:40:00.000+01:00","1517.2"
"2024-03-02T12:50:00.000+01:00","1517.3"
"2024-03-02T13:00:00.000+01:00",
"2024-03-02T13:10:00.000+01:00",
"2024-03-02T13:20:00.000+01:00",
"2024-03-02T13:30:00.000+01:00",
"2024-03-02T13:40:00.000+01:00",
"2024-03-02T13:50:00.000+01:00",
"2024-03-02T14:00:00.000+01:00",
"2024-03-02T14:10:00.000+01:00",
"2024-03-02T14:20:00.000+01:00",
"2024-03-02T14:30:00.000+01:00",
"2024-03-02T14:40:00.000+01:00",
"2024-03-02T14:50:00.000+01:00",
"2024-03-02T15:00:00.000+01:00",
"2024-03-02T15:10:00.000+01:00",
"2024-03-02T15:20:00.000+01:00",
"2024-03-02T15:30:00.000+01:00",
"2024-03-02T15:40:00.000+01:00",
"2024-03-02T15:50:00.000+01:00",
"2024-03-02T16:00:00.000+01:00",
"2024-03-02T16:10:00.000+01:00",
"2024-03-02T16:20:00.000+01:00",
"2024-03-02T16:30:00.000+01:00",
"2024-03-02T16:40:00.000+01:00",
"2024-03-02T16:50:00.000+01:00",
"2024-03-02T17:00:00.000+01:00",
"2024-03-02T17:10:00.000+01:00",
"2024-03-02T17:20:00.000+01:00",
"2024-03-02T17:30:00.000+01:00",
"2024-03-02T17:40:00.000+01:00",
"2024-03-02T17:50:00.000+01:00",
"2024-03-02T18:00:00.000+01:00",
"2024-03-02T18:10:00.000+01:00",
"2024-03-02T18:20:00.000+01:00",
"2024-03-02T18:30:00.000+01:00",
"2024-03-02T18:40:00.000+01:00",
"2024-03-02T18:50:00.000+01:00",
"2024-03-02T19:00:00.000+01:00",
"2024-03-02T19:10:00.000+01:00",
"2024-03-02T19:20:00.000+01:00",
"2024-03-02T19:30:00.000+01:00",
"2024-03-02T19:40:00.000+01:00",
"2024-03-02T19:50:00.000+01:00",
"2024-03-02T20:00:00.000+01:00",
"2024-03-02T20:10:00.000+01:00",
"2024-03-02T20:20:00.000+01:00",
"2024-03-02T20:30:00.000+01:00",
"2024-03-02T20:40:00.000+01:00",
"2024-03-02T20:50:00.000+01:00",
"2024-03-02T21:00:00.000+01:00",
"2024-03-02T21:10:00.000+01:00",
"2024-03-02T21:20:00.000+01:00",
"2024-03-02T21:30:00.000+01:00",
"2024-03-02T21:40:00.000+01:00",
"2024-03-02T21:50:00.000+01:00",
"2024-03-02T22:00:00.000+01:00",
"2024-03-02T22:10:00.000+01:00",
"2024-03-02T22:20:00.000+01:00",
"2024-03-02T22:30:00.000+01:00",
"2024-03-02T22:40:00.000+01:00",
"2024-03-02T22:50:00.000+01:00",
"2024-03-02T23:00:00.000+01:00",
"2024-03-02T23:10:00.000+01:00",
"2024-03-02T23:20:00.000+01:00",
"2024-03-02T23:30:00.000+01:00",
"2024-03-02T23:40:00.000+01:00",
"2024-03-02T23:50:00.000+01:00",
"2024-03-03T00:00:00.000+01:00",
"2024-03-03T00:10:00.000+01:00",
"2024-03-03T00:20:00.000+01:00",
"2024-03-03T00:30:00.000+01:00",
"2024-03-03T00:40:00.000+01:00",
"2024-03-03T00:50:00.000+01:00",
"2024-03-03T01:00:00.000+01:00",
"2024-03-03T01:10:00.000+01:00",
"2024-03-03T01:20:00.000+01:00",
"2024-03-03T01:30:00.000+01:00",
"2024-03-03T01:40:00.000+01:00",
"2024-03-03T01:50:00.000+01:00",
"2024-03-03T02:00:00.000+01:00",
"2024-03-03T02:10:00.000+01:00",
"2024-03-03T02:20:00.000+01:00",
"2024-03-03T02:30:00.000+01:00",
"2024-03-03T02:40:00.000+01:00",
"2024-03-03T02:50:00.000+01:00",
"2024-03-03T03:00:00.000+01:00",
"2024-03-03T03:10:00.000+01:00",
"2024-03-03T03:20:00.000+01:00",
"2024-03-03T03:30:00.000+01:00",
"2024-03-03T03:40:00.000+01:00",
"2024-03-03T03:50:00.000+01:00",
"2024-03-03T04:00:00.000+01:00",
"2024-03-03T04:10:00.000+01:00",
"2024-03-03T04:20:00.000+01:00",
"2024-03-03T04:30:00.000+01:00",
"2024-03-03T04:40:00.000+01:00",
"2024-03-03T04:50:00.000+01:00",
"2024-03-03T05:00:00.000+01:00",
"2024-03-03T05:10:00.000+01:00",
"2024-03-03T05:20:00.000+01:00",
"2024-03-03T05:30:00.000+01:00",
"2024-03-03T05:40:00.000+01:00",
"2024-03-03T05:50:00.000+01:00",
"2024-03-03T06:00:00.000+01:00",
"2024-03-03T06:10:00.000+01:00",
"2024-03-03T06:20:00.000+01:00",
"2024-03-03T06:30:00.000+01:00",
"2024-03-03T06:40:00.000+01:00",
"2024-03-03T06:50:00.000+01:00",
"2024-03-03T07:00:00.000+01:00",
"2024-03-03T07:10:00.000+01:00",
"2024-03-03T07:20:00.000+01:00",
"2024-03-03T07:30:00.000+01:00",
"2024-03-03T07:40:00.000+01:00",
"2024-03-03T07:50:00.000+01:00",
"2024-03-03T08:00:00.000+01:00",
"2024-03-03T08:10:00.000+01:00","1517.5"
"2024-03-03T08:20:00.000+01:00","1517.6"
"2024-03-03T08:30:00.000+01:00","1517.9"
"2024-03-03T08:40:00.000+01:00","1518.2"
"2024-03-03T08:50:00.000+01:00","1518.6"
"2024-03-03T09:00:00.000+01:00","1519"
"2024-03-03T09:10:00.000+01:00","1519.5"
"2024-03-03T09:20:00.000+01:00","1520"
"2024-03-03T09:30:00.000+01:00","1520.5"
"2024-03-03T09:40:00.000+01:00","1521"
"2024-03-03T09:50:00.000+01:00","1521.6"
"2024-03-03T10:00:00.000+01:00","1522.3"
"2024-03-03T10:10:00.000+01:00","1522.9"
"2024-03-03T10:20:00.000+01:00","1523.2"
"2024-03-03T10:30:00.000+01:00","1523.3"
"2024-03-03T10:40:00.000+01:00","1523.4"
"2024-03-03T10:50:00.000+01:00",
"2024-03-03T11:00:00.000+01:00",
"2024-03-03T11:10:00.000+01:00",
"2024-03-03T11:20:00.000+01:00",
"2024-03-03T11:30:00.000+01:00",
"2024-03-03T11:40:00.000+01:00",
"2024-03-03T11:50:00.000+01:00",
"2024-03-03T12:00:00.000+01:00",
"2024-03-03T12:10:00.000+01:00",
"2024-03-03T12:20:00.000+01:00",
"2024-03-03T12:30:00.000+01:00",
"2024-03-03T12:40:00.000+01:00",
"2024-03-03T12:50:00.000+01:00",
"2024-03-03T13:00:00.000+01:00",
"2024-03-03T13:10:00.000+01:00",
"2024-03-03T13:20:00.000+01:00",
"2024-03-03T13:30:00.000+01:00",
"2024-03-03T13:40:00.000+01:00","1523.5"
"2024-03-03T13:50:00.000+01:00","1523.6"
"2024-03-03T14:00:00.000+01:00","1523.7"
"2024-03-03T14:10:00.000+01:00",
"2024-03-03T14:20:00.000+01:00",
"2024-03-03T14:30:00.000+01:00",
"2024-03-03T14:40:00.000+01:00",
"2024-03-03T14:50:00.000+01:00",
"2024-03-03T15:00:00.000+01:00",
"2024-03-03T15:10:00.000+01:00",
"2024-03-03T15:20:00.000+01:00",
"2024-03-03T15:30:00.000+01:00",
"2024-03-03T15:40:00.000+01:00",
"2024-03-03T15:50:00.000+01:00",
"2024-03-03T16:00:00.000+01:00",
"2024-03-03T16:10:00.000+01:00",
"2024-03-03T16:20:00.000+01:00",
"2024-03-03T16:30:00.000+01:00",
"2024-03-03T16:40:00.000+01:00",
"2024-03-03T16:50:00.000+01:00",
"2024-03-03T17:00:00.000+01:00",
"2024-03-03T17:10:00.000+01:00",
"2024-03-03T17:20:00.000+01:00",
"2024-03-03T17:30:00.000+01:00",
"2024-03-03T17:40:00.000+01:00",
"2024-03-03T17:50:00.000+01:00",
"2024-03-03T18:00:00.000+01:00",
"2024-03-03T18:10:00.000+01:00",
"2024-03-03T18:20:00.000+01:00",
"2024-03-03T18:30:00.000+01:00",
"2024-03-03T18:40:00.000+01:00",
"2024-03-03T18:50:00.000+01:00",
"2024-03-03T19:00:00.000+01:00",
"2024-03-03T19:10:00.000+01:00",
"2024-03-03T19:20:00.000+01:00",
"2024-03-03T19:30:00.000+01:00",
"2024-03-03T19:40:00.000+01:00",
"2024-03-03T19:50:00.000+01:00",
"2024-03-03T20:00:00.000+01:00",
"2024-03-03T20:10:00.000+01:00",
"2024-03-03T20:20:00.000+01:00",
"2024-03-03T20:30:00.000+01:00",
"2024-03-03T20:40:00.000+01:00",
"2024-03-03T20:50:00.000+01:00",
"2024-03-03T21:00:00.000+01:00",
"2024-03-03T21:10:00.000+01:00",
"2024-03-03T21:20:00.000+01:00",
"2024-03-03T21:30:00.000+01:00",
"2024-03-03T21:40:00.000+01:00",
"2024-03-03T21:50:00.000+01:00",
"2024-03-03T22:00:00.000+01:00",
"2024-03-03T22:10:00.000+01:00",
"2024-03-03T22:20:00.000+01:00",
"2024-03-03T22:30:00.000+01:00",
"2024-03-03T22:40:00.000+01:00",
"2024-03-03T22:50:00.000+01:00",
"2024-03-03T23:00:00.000+01:00",
"2024-03-03T23:10:00.000+01:00",
"2024-03-03T23:20:00.000+01:00",
"2024-03-03T23:30:00.000+01:00",
"2024-03-03T23:40:00.000+01:00",
"2024-03-03T23:50:00.000+01:00",
"2024-03-04T00:00:00.000+01:00",
"2024-03-04T00:10:00.000+01:00",
"2024-03-04T00:20:00.000+01:00",
"2024-03-04T00:30:00.000+01:00",
"2024-03-04T00:40:00.000+01:00",
"2024-03-04T00:50:00.000+01:00",
"2024-03-04T01:00:00.000+01:00",
"2024-03-04T01:10:00.000+01:00",
"2024-03-04T01:20:00.000+01:00",
"2024-03-04T01:30:00.000+01:00",
"2024-03-04T01:40:00.000+01:00",
"2024-03-04T01:50:00.000+01:00",
"2024-03-04T02:00:00.000+01:00",
"2024-03-04T02:10:00.000+01:00",
"2024-03-04T02:20:00.000+01:00",
"2024-03-04T02:30:00.000+01:00",
"2024-03-04T02:40:00.000+01:00",
"2024-03-04T02:50:00.000+01:00",
"2024-03-04T03:00:00.000+01:00",
"2024-03-04T03:10:00.000+01:00",
"2024-03-04T03:20:00.000+01:00",
"2024-03-04T03:30:00.000+01:00",
"2024-03-04T03:40:00.000+01:00",
"2024-03-04T03:50:00.000+01:00",
"2024-03-04T04:00:00.000+01:00",
"2024-03-04T04:10:00.000+01:00",
"2024-03-04T04:20:00.000+01:00",
"2024-03-04T04:30:00.000+01:00",
"2024-03-04T04:40:00.000+01:00",
"2024-03-04T04:50:00.000+01:00",
"2024-03-04T05:00:00.000+01:00",
"2024-03-04T05:10:00.000+01:00",
"2024-03-04T05:20:00.000+01:00",
"2024-03-04T05:30:00.000+01:00",
"2024-03-04T05:40:00.000+01:00",
"2024-03-04T05:50:00.000+01:00",
"2024-03-04T06:00:00.000+01:00",
"2024-03-04T06:10:00.000+01:00",
"2024-03-04T06:20:00.000+01:00",
"2024-03-04T06:30:00.000+01:00",
"2024-03-04T06:40:00.000+01:00",
"2024-03-04T06:50:00.000+01:00",
"2024-03-04T07:00:00.000+01:00",
"2024-03-04T07:10:00.000+01:00",
"2024-03-04T07:20:00.000+01:00",
"2024-03-04T07:30:00.000+01:00",
"2024-03-04T07:40:00.000+01:00",
"2024-03-04T07:50:00.000+01:00",
"2024-03-04T08:00:00.000+01:00",
"2024-03-04T08:10:00.000+01:00",
"2024-03-04T08:20:00.000+01:00",
"2024-03-04T08:30:00.000+01:00",
"2024-03-04T08:40:00.000+01:00",
"2024-03-04T08:50:00.000+01:00",
"2024-03-04T09:00:00.000+01:00",
"2024-03-04T09:10:00.000+01:00",
"2024-03-04T09:20:00.000+01:00","1523.8"
"2024-03-04T09:30:00.000+01:00",
"2024-03-04T09:40:00.000+01:00","1523.9"
"2024-03-04T09:50:00.000+01:00",
"2024-03-04T10:00:00.000+01:00",
"2024-03-04T10:10:00.000+01:00","1524"
"2024-03-04T10:20:00.000+01:00",
"2024-03-04T10:30:00.000+01:00","1524.1"
"2024-03-04T10:40:00.000+01:00",
"2024-03-04T10:50:00.000+01:00","1524.2"
"2024-03-04T11:00:00.000+01:00",
"2024-03-04T11:10:00.000+01:00",
"2024-03-04T11:20:00.000+01:00",
"2024-03-04T11:30:00.000+01:00",
"2024-03-04T11:40:00.000+01:00",
"2024-03-04T11:50:00.000+01:00",
"2024-03-04T12:00:00.000+01:00","1524.3"
"2024-03-04T12:10:00.000+01:00",
"2024-03-04T12:20:00.000+01:00","1524.4"
"2024-03-04T12:30:00.000+01:00","1524.5"
"2024-03-04T12:40:00.000+01:00","1524.6"
"2024-03-04T12:50:00.000+01:00","1524.7"
"2024-03-04T13:00:00.000+01:00","1524.9"
"2024-03-04T13:10:00.000+01:00","1525"
"2024-03-04T13:20:00.000+01:00",
"2024-03-04T13:30:00.000+01:00","1525.1"
"2024-03-04T13:40:00.000+01:00","1525.2"
"2024-03-04T13:50:00.000+01:00",
"2024-03-04T14:00:00.000+01:00","1525.3"
"2024-03-04T14:10:00.000+01:00",
"2024-03-04T14:20:00.000+01:00",
"2024-03-04T14:30:00.000+01:00",
"2024-03-04T14:40:00.000+01:00",
"2024-03-04T14:50:00.000+01:00",
"2024-03-04T15:00:00.000+01:00",
"2024-03-04T15:10:00.000+01:00",
"2024-03-04T15:20:00.000+01:00",
"2024-03-04T15:30:00.000+01:00",
"2024-03-04T15:40:00.000+01:00",
"2024-03-04T15:50:00.000+01:00",
"2024-03-04T16:00:00.000+01:00",
"2024-03-04T16:10:00.000+01:00",
"2024-03-04T16:20:00.000+01:00",
"2024-03-04T16:30:00.000+01:00",
"2024-03-04T16:40:00.000+01:00",
"2024-03-04T16:50:00.000+01:00",
"2024-03-04T17:00:00.000+01:00",
"2024-03-04T17:10:00.000+01:00",
"2024-03-04T17:20:00.000+01:00",
"2024-03-04T17:30:00.000+01:00",
"2024-03-04T17:40:00.000+01:00",
"2024-03-04T17:50:00.000+01:00",
"2024-03-04T18:00:00.000+01:00",
"2024-03-04T18:10:00.000+01:00",
"2024-03-04T18:20:00.000+01:00",
"2024-03-04T18:30:00.000+01:00",
"2024-03-04T18:40:00.000+01:00",
"2024-03-04T18:50:00.000+01:00",
"2024-03-04T19:00:00.000+01:00",
"2024-03-04T19:10:00.000+01:00",
"2024-03-04T19:20:00.000+01:00",
"2024-03-04T19:30:00.000+01:00",
"2024-03-04T19:40:00.000+01:00",
"2024-03-04T19:50:00.000+01:00",
"2024-03-04T20:00:00.000+01:00",
"2024-03-04T20:10:00.000+01:00",
"2024-03-04T20:20:00.000+01:00",
"2024-03-04T20:30:00.000+01:00",
"2024-03-04T20:40:00.000+01:00",
"2024-03-04T20:50:00.000+01:00",
"2024-03-04T21:00:00.000+01:00",
"2024-03-04T21:10:00.000+01:00",
"2024-03-04T21:20:00.000+01:00",
"2024-03-04T21:30:00.000+01:00",
"2024-03-04T21:40:00.000+01:00",
"2024-03-04T21:50:00.000+01:00",
"2024-03-04T22:00:00.000+01:00",
"2024-03-04T22:10:00.000+01:00",
"2024-03-04T22:20:00.000+01:00",
"2024-03-04T22:30:00.000+01:00",
"2024-03-04T22:40:00.000+01:00",
"2024-03-04T22:50:00.000+01:00",
"2024-03-04T23:00:00.000+01:00",
"2024-03-04T23:10:00.000+01:00",
"2024-03-04T23:20:00.000+01:00",
"2024-03-04T23:30:00.000+01:00",
"2024-03-04T23:40:00.000+01:00",
"2024-03-04T23:50:00.000+01:00",
"2024-03-05T00:00:00.000+01:00",
"2024-03-05T00:10:00.000+01:00",
"2024-03-05T00:20:00.000+01:00",
"2024-03-05T00:30:00.000+01:00",
"2024-03-05T00:40:00.000+01:00",
"2024-03-05T00:50:00.000+01:00",
"2024-03-05T01:00:00.000+01:00",
"2024-03-05T01:10:00.000+01:00",
"2024-03-05T01:20:00.000+01:00",
"2024-03-05T01:30:00.000+01:00",
"2024-03-05T01:40:00.000+01:00",
"2024-03-05T01:50:00.000+01:00",
"2024-03-05T02:00:00.000+01:00",
"2024-03-05T02:10:00.000+01:00",
"2024-03-05T02:20:00.000+01:00",
"2024-03-05T02:30:00.000+01:00",
"2024-03-05T02:40:00.000+01:00",
"2024-03-05T02:50:00.000+01:00",
"2024-03-05T03:00:00.000+01:00",
"2024-03-05T03:10:00.000+01:00",
"2024-03-05T03:20:00.000+01:00",
"2024-03-05T03:30:00.000+01:00",
"2024-03-05T03:40:00.000+01:00",
"2024-03-05T03:50:00.000+01:00",
"2024-03-05T04:00:00.000+01:00",
"2024-03-05T04:10:00.000+01:00",
"2024-03-05T04:20:00.000+01:00",
"2024-03-05T04:30:00.000+01:00",
"2024-03-05T04:40:00.000+01:00",
"2024-03-05T04:50:00.000+01:00",
"2024-03-05T05:00:00.000+01:00",
"2024-03-05T05:10:00.000+01:00",
"2024-03-05T05:20:00.000+01:00",
"2024-03-05T05:30:00.000+01:00",
"2024-03-05T05:40:00.000+01:00",
"2024-03-05T05:50:00.000+01:00",
"2024-03-05T06:00:00.000+01:00",
"2024-03-05T06:10:00.000+01:00",
"2024-03-05T06:20:00.000+01:00",
"2024-03-05T06:30:00.000+01:00",
"2024-03-05T06:40:00.000+01:00",
"2024-03-05T06:50:00.000+01:00",
"2024-03-05T07:00:00.000+01:00",
"2024-03-05T07:10:00.000+01:00",
"2024-03-05T07:20:00.000+01:00",
"2024-03-05T07:30:00.000+01:00",
"2024-03-05T07:40:00.000+01:00",
"2024-03-05T07:50:00.000+01:00","1525.6"
"2024-03-05T08:00:00.000+01:00",
"2024-03-05T08:10:00.000+01:00",
"2024-03-05T08:20:00.000+01:00",
"2024-03-05T08:30:00.000+01:00",
"2024-03-05T08:40:00.000+01:00",
"2024-03-05T08:50:00.000+01:00",
"2024-03-05T09:00:00.000+01:00",
"2024-03-05T09:10:00.000+01:00",
"2024-03-05T09:20:00.000+01:00",
"2024-03-05T09:30:00.000+01:00",
"2024-03-05T09:40:00.000+01:00",
"2024-03-05T09:50:00.000+01:00",
"2024-03-05T10:00:00.000+01:00",
"2024-03-05T10:10:00.000+01:00",
"2024-03-05T10:20:00.000+01:00","1525.7"
"2024-03-05T10:30:00.000+01:00",
"2024-03-05T10:40:00.000+01:00","1525.7"
"2024-03-05T10:50:00.000+01:00","1525.7"
"2024-03-05T11:00:00.000+01:00",
"2024-03-05T11:10:00.000+01:00",
